workload,binding,unit,launches,source_ids,op_types,ccnt,tail,evt_active,evt_sram_rd,evt_sram_wr,evt_ext_rd,evt_ext_wr
yolo-fastest_192_face_v4,512_Low,67,2,83 84,Add Conv2D,3015,0,3014,682,108,964,0
yolo-fastest_192_face_v4,512_Low,68,1,85,Conv2D,5015,0,5014,22,498,728,0
yolo-fastest_192_face_v4,512_Low,69,1,86,DepthwiseConv2D,7015,0,7014,1079,504,499,0
yolo-fastest_192_face_v4,512_Low,70,2,87 88,Add Conv2D,2015,0,2014,108,108,587,0
yolo-fastest_192_face_v4,512_Low,71,1,89,Conv2D,6015,0,6014,504,516,1096,0
yolo-fastest_192_face_v4,512_Low,72,1,90,DepthwiseConv2D,5015,0,5014,184,483,147,0
yolo-fastest_192_face_v4,512_Low,73,2,91 92,Add Conv2D,3015,0,3014,492,108,765,0
yolo-fastest_192_face_v4,512_Low,74,1,93,Conv2D,6015,0,6014,306,504,930,0
yolo-fastest_192_face_v4,512_Low,75,1,94,DepthwiseConv2D,6015,0,6014,824,504,579,0
yolo-fastest_192_face_v4,512_Low,76,4,95 96 97 100,Add Concat Conv2D MaxPool,3015,0,3014,343,347,484,0
yolo-fastest_192_face_v4,512_Low,77,2,98 100,Concat MaxPool,1015,0,1014,183,201,16,0
yolo-fastest_192_face_v4,512_Low,78,1,100,Concat,1015,0,1014,128,88,8,0
yolo-fastest_192_face_v4,512_Low,79,2,99 100,Concat MaxPool,2015,0,2014,144,216,0,0
yolo-fastest_192_face_v4,512_Low,80,1,101,Conv2D,4015,0,4014,421,216,1143,0
yolo-fastest_192_face_v4,512_Low,81,1,107,ResizeNearestNeighbor,2015,0,2014,1162,968,8,0
yolo-fastest_192_face_v4,512_Low,82,1,108,Concat,2015,0,2014,961,1059,318,0
yolo-fastest_192_face_v4,512_Low,83,1,109,DepthwiseConv2D,8015,0,8014,3190,2466,1149,0
yolo-fastest_192_face_v4,512_Low,84,2,-1 110,Conv2D KERNEL_WAIT,5015,0,5014,3872,1396,316,0
yolo-fastest_192_face_v4,512_Low,85,2,-1 111,DepthwiseConv2D KERNEL_WAIT,7015,0,7014,2394,2128,933,0
yolo-fastest_192_face_v4,512_Low,86,2,-1 112,Conv2D KERNEL_WAIT,5015,0,5014,4037,1149,192,0
yolo-fastest_192_face_v4,512_Low,87,2,102 113,Conv2D DepthwiseConv2D,3015,0,3014,637,216,258,414
yolo-fastest_192_face_v4,512_Low,88,1,103,Conv2D,3015,0,3014,274,216,690,0
yolo-fastest_192_face_v4,512_Low,89,1,104,DepthwiseConv2D,2015,0,2014,144,216,309,0
yolo-fastest_192_face_v4,512_Low,90,1,105,Conv2D,3015,0,3014,288,216,644,0
yolo-fastest_192_face_v4,512_Low,91,1,106,Conv2D,2030,1,,,,,
kws_micronet_m,256_Low,0,1,1,Conv2D,12055,0,12007,599,1165,916,0
kws_micronet_m,256_Low,1,1,1,Conv2D,85015,0,85014,4346,4584,1580,0
kws_micronet_m,256_Low,2,1,2,DepthwiseConv2D,6015,0,6014,3695,1869,919,0
kws_micronet_m,256_Low,3,1,3,Conv2D,14015,0,14014,5104,1449,436,0
kws_micronet_m,256_Low,4,1,4,DepthwiseConv2D,6015,0,6014,1226,2252,1213,0
kws_micronet_m,256_Low,5,1,5,Conv2D,13015,0,13014,5173,1000,12,0
kws_micronet_m,256_Low,6,1,5,Conv2D,2015,0,2014,1315,176,187,0
kws_micronet_m,256_Low,7,1,6,DepthwiseConv2D,6015,0,6014,1124,2513,1452,0
kws_micronet_m,256_Low,8,1,7,Conv2D,13015,0,13014,5114,1000,4,0
kws_micronet_m,256_Low,9,1,7,Conv2D,2015,0,2014,1466,554,528,0
kws_micronet_m,256_Low,10,1,8,DepthwiseConv2D,6015,0,6014,1311,1832,825,0
kws_micronet_m,256_Low,11,1,9,Conv2D,11015,0,11014,4280,880,116,0
kws_micronet_m,256_Low,12,2,-1 10,DepthwiseConv2D KERNEL_WAIT,5015,0,5014,1335,2189,1360,0
kws_micronet_m,256_Low,13,1,11,Conv2D,9015,0,9014,2866,1285,285,0
kws_micronet_m,256_Low,14,1,11,Conv2D,5015,0,5014,1502,625,0,0
kws_micronet_m,256_Low,15,1,12,AvgPool,2015,0,2014,1213,13,163,0
kws_micronet_m,256_Low,16,1,13,Conv2D,1030,1,,,,,
kws_micronet_m,512_Mid512,0,1,1,Conv2D,8055,0,8007,610,1166,861,0
kws_micronet_m,512_Mid512,1,1,1,Conv2D,42015,0,42014,1909,3920,739,0
kws_micronet_m,512_Mid512,2,1,2,DepthwiseConv2D,5015,0,5014,4534,1125,742,0
kws_micronet_m,512_Mid512,3,1,3,Conv2D,8015,0,8014,1395,1125,2264,0
kws_micronet_m,512_Mid512,4,1,4,DepthwiseConv2D,4015,0,4014,855,1125,668,0
kws_micronet_m,512_Mid512,5,1,5,Conv2D,9015,0,9014,1395,1290,2586,0
kws_micronet_m,512_Mid512,6,1,6,DepthwiseConv2D,3015,0,3014,557,952,419,0
kws_micronet_m,512_Mid512,7,1,7,Conv2D,8015,0,8014,1393,1519,3064,0
kws_micronet_m,512_Mid512,8,1,8,DepthwiseConv2D,4015,0,4014,1105,1814,816,0
kws_micronet_m,512_Mid512,9,1,9,Conv2D,5015,0,5014,3899,802,46,0
kws_micronet_m,512_Mid512,10,1,9,Conv2D,2015,0,2014,1857,125,69,0
kws_micronet_m,512_Mid512,11,1,10,DepthwiseConv2D,3015,0,3014,894,875,337,0
kws_micronet_m,512_Mid512,12,1,11,Conv2D,11015,0,11014,1211,1625,2983,0
kws_micronet_m,512_Mid512,13,2,12 13,AvgPool Conv2D,2030,1,,,,,
kws_micronet_m,512_Low,0,1,1,Conv2D,8055,0,8007,610,1166,860,0
kws_micronet_m,512_Low,1,1,1,Conv2D,42015,0,42014,1909,4033,862,0
kws_micronet_m,512_Low,2,1,2,DepthwiseConv2D,5015,0,5014,3904,2021,1073,0
kws_micronet_m,512_Low,3,1,3,Conv2D,9015,0,9014,4939,1475,411,0
kws_micronet_m,512_Low,4,1,3,Conv2D,1015,0,1014,1009,516,400,0
kws_micronet_m,512_Low,5,1,4,DepthwiseConv2D,3015,0,3014,225,1417,573,0
kws_micronet_m,512_Low,6,1,5,Conv2D,7015,0,7014,4447,1450,708,0
kws_micronet_m,512_Low,7,1,5,Conv2D,3015,0,3014,1619,717,372,0
kws_micronet_m,512_Low,8,1,6,DepthwiseConv2D,4015,0,4014,1246,1906,1000,0
kws_micronet_m,512_Low,9,1,7,Conv2D,5015,0,5014,3368,1072,299,0
kws_micronet_m,512_Low,10,1,7,Conv2D,3015,0,3014,1674,1009,618,0
kws_micronet_m,512_Low,11,1,8,DepthwiseConv2D,3015,0,3014,225,1457,574,0
kws_micronet_m,512_Low,12,1,9,Conv2D,6015,0,6014,4796,922,176,0
kws_micronet_m,512_Low,13,1,9,Conv2D,2015,0,2014,1797,363,242,0
kws_micronet_m,512_Low,14,2,-1 10,DepthwiseConv2D KERNEL_WAIT,3015,0,3014,0,1286,600,0
kws_micronet_m,512_Low,15,1,11,Conv2D,5015,0,5014,2443,1647,902,0
kws_micronet_m,512_Low,16,1,11,Conv2D,6015,0,6014,3518,930,48,0
kws_micronet_m,512_Low,17,1,12,AvgPool,2015,0,2014,650,13,178,0
kws_micronet_m,512_Low,18,1,13,Conv2D,1030,1,,,,,
ad_medium_int8,256_Low,0,1,1,Conv2D,6055,0,6007,425,1584,764,0
ad_medium_int8,256_Low,1,1,1,Conv2D,51015,0,51014,3954,12111,925,0
ad_medium_int8,256_Low,2,1,2,DepthwiseConv2D,14015,0,14014,12380,5732,2774,0
ad_medium_int8,256_Low,3,1,3,Conv2D,54015,0,54014,17166,4928,410,0
ad_medium_int8,256_Low,4,2,-1 4,DepthwiseConv2D KERNEL_WAIT,21015,0,21014,5124,9494,5194,0
ad_medium_int8,256_Low,5,1,5,Conv2D,64015,0,64014,26699,3986,383,0
ad_medium_int8,256_Low,6,1,5,Conv2D,16015,0,16014,9632,1536,668,0
ad_medium_int8,256_Low,7,1,6,DepthwiseConv2D,21015,0,21014,5405,9584,5208,0
ad_medium_int8,256_Low,8,1,7,Conv2D,65015,0,65014,27328,3713,129,0
ad_medium_int8,256_Low,9,1,7,Conv2D,16015,0,16014,9601,1056,190,0
ad_medium_int8,256_Low,10,1,8,DepthwiseConv2D,6015,0,6014,4608,1120,649,0
ad_medium_int8,256_Low,11,1,9,Conv2D,23015,0,23014,2688,1216,5392,0
ad_medium_int8,256_Low,12,1,10,DepthwiseConv2D,3015,0,3014,283,224,805,0
ad_medium_int8,256_Low,13,2,11 12,AvgPool Conv2D,15015,0,15014,402,306,4941,0
ad_medium_int8,256_Low,14,1,13,Conv2D,1030,1,,,,,
ad_medium_int8,512_Mid512,0,1,1,Conv2D,5055,0,5007,343,1717,537,0
ad_medium_int8,512_Mid512,1,1,1,Conv2D,25015,0,25014,2540,11554,743,0
ad_medium_int8,512_Mid512,2,1,2,DepthwiseConv2D,16015,0,16014,12145,5517,3046,0
ad_medium_int8,512_Mid512,3,1,3,Conv2D,22015,0,22014,14801,4061,462,0
ad_medium_int8,512_Mid512,4,1,3,Conv2D,6015,0,6014,5872,1537,576,0
ad_medium_int8,512_Mid512,5,1,4,DepthwiseConv2D,10015,0,10014,3456,6210,1942,0
ad_medium_int8,512_Mid512,6,1,5,Conv2D,28015,0,28014,18748,5816,3509,0
ad_medium_int8,512_Mid512,7,1,5,Conv2D,22015,0,22014,16730,2416,155,0
ad_medium_int8,512_Mid512,8,1,6,DepthwiseConv2D,11015,0,11014,3933,6800,2525,0
ad_medium_int8,512_Mid512,9,1,7,Conv2D,27015,0,27014,19228,5639,3348,0
ad_medium_int8,512_Mid512,10,1,7,Conv2D,22015,0,22014,16760,2435,223,0
ad_medium_int8,512_Mid512,11,1,8,DepthwiseConv2D,6015,0,6014,4582,1016,1168,0
ad_medium_int8,512_Mid512,12,1,9,Conv2D,12015,0,12014,1600,1152,4637,0
ad_medium_int8,512_Mid512,13,1,10,DepthwiseConv2D,8015,0,8014,608,288,2169,0
ad_medium_int8,512_Mid512,14,1,11,Conv2D,13015,0,13014,352,304,3822,0
ad_medium_int8,512_Mid512,15,1,12,AvgPool,1015,0,1014,18,2,188,1
ad_medium_int8,512_Mid512,16,1,13,Conv2D,1030,1,,,,,
ad_medium_int8,512_Low,0,1,1,Conv2D,5055,0,5007,343,1963,783,0
ad_medium_int8,512_Low,1,1,1,Conv2D,25015,0,25014,2679,11626,620,0
ad_medium_int8,512_Low,2,1,2,DepthwiseConv2D,16015,0,16014,11398,5937,3132,0
ad_medium_int8,512_Low,3,1,3,Conv2D,29015,0,29014,18713,5168,624,0
ad_medium_int8,512_Low,4,1,4,DepthwiseConv2D,10015,0,10014,3456,6217,1944,0
ad_medium_int8,512_Low,5,1,5,Conv2D,28015,0,28014,19124,5768,3459,0
ad_medium_int8,512_Low,6,1,5,Conv2D,22015,0,22014,16745,2517,377,0
ad_medium_int8,512_Low,7,1,6,DepthwiseConv2D,11015,0,11014,3565,6799,2417,0
ad_medium_int8,512_Low,8,1,7,Conv2D,26015,0,26014,18683,5527,3226,0
ad_medium_int8,512_Low,9,1,7,Conv2D,22015,0,22014,16741,2304,22,0
ad_medium_int8,512_Low,10,1,8,DepthwiseConv2D,7015,0,7014,5227,1280,1792,0
ad_medium_int8,512_Low,11,1,9,Conv2D,12015,0,12014,1842,1024,4305,0
ad_medium_int8,512_Low,12,1,10,DepthwiseConv2D,7015,0,7014,288,288,2066,0
ad_medium_int8,512_Low,13,1,11,Conv2D,13015,0,13014,322,304,3824,0
ad_medium_int8,512_Low,14,1,12,AvgPool,1015,0,1014,33,2,188,1
ad_medium_int8,512_Low,15,1,13,Conv2D,1030,1,,,,,
