accelerator_config,cpu_operator_pct,cpu_operators,mac_config,memory_mode,model,model_sha256,npu,npu_operators,output_artifact,output_sha256,platform,success,system_config,vela_args,vela_core_clock,vela_cycles_dram_access,vela_cycles_npu,vela_cycles_sram_access,vela_cycles_total,vela_dram_memory_used,vela_dram_total_bytes,vela_inference_time,vela_sram_memory_used,vela_sram_total_bytes,vela_total_npu_encoded_weights,vela_version
ethos-u55-256,0.0,0,256,Shared_Sram,vww4_128_128_INT8,5e76364e80c45776b735563679d45f611cab7ce7fef2ec4e2db088afe009ccae,ethos-u55,81,vww4_128_128_INT8_vela.tflite,cdbbf0c42353b604a8ad08c0f7d6b3430addc9121a7a6a144aaac82b7dc7978f,SSE-310,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-256 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/vww4_128_128_INT8__SSE-310__ethos-u55-256 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/vww/vww4_128_128_INT8.tflite,500000000.0,0,614340,353904,830328,0.0,0,0.001660656,128.359375,3043672,255376,5.0.0
ethos-u65-256,0.0,0,256,Dedicated_Sram,vww4_128_128_INT8,5e76364e80c45776b735563679d45f611cab7ce7fef2ec4e2db088afe009ccae,ethos-u65,81,vww4_128_128_INT8_vela.tflite,bde9a9b568d0f1cb5a2bae1e4cc4ca80776244067200d8d00fdc42d1c0d9c05c,SSE-310,True,Ethos_U65_High_End,--accelerator-config ethos-u65-256 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U65_High_End --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/vww4_128_128_INT8__SSE-310__ethos-u65-256 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/vww/vww4_128_128_INT8.tflite,1000000000.0,218671,487414,147109,578167,325.921875,821968,0.000578167,128.359375,2412496,255760,5.0.0
ethos-u65-512,0.0,0,512,Dedicated_Sram,vww4_128_128_INT8,5e76364e80c45776b735563679d45f611cab7ce7fef2ec4e2db088afe009ccae,ethos-u65,81,vww4_128_128_INT8_vela.tflite,7f44e427cb3900bcfbacb0c8202c196cffdce83a2b5511373851bcf402526b7b,SSE-310,True,Ethos_U65_High_End,--accelerator-config ethos-u65-512 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U65_High_End --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/vww4_128_128_INT8__SSE-310__ethos-u65-512 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/vww/vww4_128_128_INT8.tflite,1000000000.0,219461,319295,146896,431102,328.796875,824912,0.000431102,128.46875,2411296,258480,5.0.0
ethos-u65-256,0.0,0,256,Dedicated_Sram,vww4_128_128_INT8,5e76364e80c45776b735563679d45f611cab7ce7fef2ec4e2db088afe009ccae,ethos-u65,81,vww4_128_128_INT8_vela.tflite,bde9a9b568d0f1cb5a2bae1e4cc4ca80776244067200d8d00fdc42d1c0d9c05c,SSE-315,True,Ethos_U65_High_End,--accelerator-config ethos-u65-256 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U65_High_End --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/vww4_128_128_INT8__SSE-315__ethos-u65-256 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/vww/vww4_128_128_INT8.tflite,1000000000.0,218671,487414,147109,578167,325.921875,821968,0.000578167,128.359375,2412496,255760,5.0.0
ethos-u65-512,0.0,0,512,Dedicated_Sram,vww4_128_128_INT8,5e76364e80c45776b735563679d45f611cab7ce7fef2ec4e2db088afe009ccae,ethos-u65,81,vww4_128_128_INT8_vela.tflite,7f44e427cb3900bcfbacb0c8202c196cffdce83a2b5511373851bcf402526b7b,SSE-315,True,Ethos_U65_High_End,--accelerator-config ethos-u65-512 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U65_High_End --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/vww4_128_128_INT8__SSE-315__ethos-u65-512 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/vww/vww4_128_128_INT8.tflite,1000000000.0,219461,319295,146896,431102,328.796875,824912,0.000431102,128.46875,2411296,258480,5.0.0
ethos-u85-128,0.0,0,128,Dedicated_Sram,vww4_128_128_INT8,5e76364e80c45776b735563679d45f611cab7ce7fef2ec4e2db088afe009ccae,ethos-u85,81,vww4_128_128_INT8_vela.tflite,d18367b2706f51b23e37d71e16ed30a7d1b248ae017766d505736ee1ceac87be,SSE-320,True,Ethos_U85_SYS_DRAM_Low,--accelerator-config ethos-u85-128 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U85_SYS_DRAM_Low --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/vww4_128_128_INT8__SSE-320__ethos-u85-128 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/vww/vww4_128_128_INT8.tflite,500000000.0,532232,731318,97245,826501,342.03125,737872,0.001653002,128.578125,3263328,270400,5.0.0
ethos-u85-256,0.0,0,256,Dedicated_Sram,vww4_128_128_INT8,5e76364e80c45776b735563679d45f611cab7ce7fef2ec4e2db088afe009ccae,ethos-u85,81,vww4_128_128_INT8_vela.tflite,869a0c6b8e7dd5339829bfd9430abfb9afe20401a17d31c437e2a193fd6afc8e,SSE-320,True,Ethos_U85_SYS_DRAM_Low,--accelerator-config ethos-u85-256 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U85_SYS_DRAM_Low --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/vww4_128_128_INT8__SSE-320__ethos-u85-256 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/vww/vww4_128_128_INT8.tflite,500000000.0,328009,405460,86614,477109,342.046875,592064,0.000954218,128.578125,2917712,270416,5.0.0
ethos-u85-512,0.0,0,512,Dedicated_Sram,vww4_128_128_INT8,5e76364e80c45776b735563679d45f611cab7ce7fef2ec4e2db088afe009ccae,ethos-u85,81,vww4_128_128_INT8_vela.tflite,e3c387fd064ce4f22d3f4a2ca4002fe15cb72ce892ca77c884d7913c29b00350,SSE-320,True,Ethos_U85_SYS_DRAM_Mid_512,--accelerator-config ethos-u85-512 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U85_SYS_DRAM_Mid_512 --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/vww4_128_128_INT8__SSE-320__ethos-u85-512 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/vww/vww4_128_128_INT8.tflite,1000000000.0,289003,277323,85935,357200,345.90625,628032,0.0003572,128.6875,2586112,274368,5.0.0
ethos-u85-1024,0.0,0,1024,Dedicated_Sram,vww4_128_128_INT8,5e76364e80c45776b735563679d45f611cab7ce7fef2ec4e2db088afe009ccae,ethos-u85,81,vww4_128_128_INT8_vela.tflite,637711c9bb5046bbf7f9010d1e1f1c25e9ea6cf643d74e8eb225c66b4ba6fed7,SSE-320,True,Ethos_U85_SYS_DRAM_Mid_1024,--accelerator-config ethos-u85-1024 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U85_SYS_DRAM_Mid_1024 --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/vww4_128_128_INT8__SSE-320__ethos-u85-1024 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/vww/vww4_128_128_INT8.tflite,1000000000.0,217130,222478,82498,263411,348.390625,615832,0.000263411,128.75,2496880,276752,5.0.0
ethos-u85-2048,0.0,0,2048,Dedicated_Sram,vww4_128_128_INT8,5e76364e80c45776b735563679d45f611cab7ce7fef2ec4e2db088afe009ccae,ethos-u85,81,vww4_128_128_INT8_vela.tflite,c0b82d4d6939c2369fce19b71cfcc41cddb4cb5fc84ae615bce8967cb92ff979,SSE-320,True,Ethos_U85_SYS_DRAM_High_2048,--accelerator-config ethos-u85-2048 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U85_SYS_DRAM_High_2048 --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/vww4_128_128_INT8__SSE-320__ethos-u85-2048 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/vww/vww4_128_128_INT8.tflite,1000000000.0,193481,197303,39325,231824,349.09375,622180,0.000231824,128.75,2321312,277152,5.0.0
ethos-u55-32,0.0,0,32,Shared_Sram,yolo-fastest_192_face_v4,e94bcdb011784bead70ab0c0e9d2dae1a9ea5f103b43e1e6fac3019302cf71ab,ethos-u55,112,yolo-fastest_192_face_v4_vela.tflite,9c30cdd344f06d91ed706bdc313a5c565a6dd0e349c3f6ee3d0051184af0290d,SSE-300,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-32 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/yolo-fastest_192_face_v4__SSE-300__ethos-u55-32 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/object_detection/yolo-fastest_192_face_v4.tflite,500000000.0,0,7313326,1146994,7313326,0.0,0,0.014626652,360.875,9934160,289232,5.0.0
ethos-u55-64,0.0,0,64,Shared_Sram,yolo-fastest_192_face_v4,e94bcdb011784bead70ab0c0e9d2dae1a9ea5f103b43e1e6fac3019302cf71ab,ethos-u55,112,yolo-fastest_192_face_v4_vela.tflite,65e39a8602ff8930e26856f3e9c570ed6d6ef66763aef96be32a89a0579688e7,SSE-300,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-64 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/yolo-fastest_192_face_v4__SSE-300__ethos-u55-64 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/object_detection/yolo-fastest_192_face_v4.tflite,500000000.0,0,3834150,1154500,3835211,0.0,0,0.007670422,360.84375,9946640,288256,5.0.0
ethos-u55-128,0.0,0,128,Shared_Sram,yolo-fastest_192_face_v4,e94bcdb011784bead70ab0c0e9d2dae1a9ea5f103b43e1e6fac3019302cf71ab,ethos-u55,112,yolo-fastest_192_face_v4_vela.tflite,57ac3cb07347c3b409dc7d031c483325590dd5276444fd51c1cad90112cabf1e,SSE-300,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-128 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/yolo-fastest_192_face_v4__SSE-300__ethos-u55-128 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/object_detection/yolo-fastest_192_face_v4.tflite,500000000.0,0,2114933,1117253,2128482,0.0,0,0.004256964,360.84375,9481888,288816,5.0.0
ethos-u55-256,0.0,0,256,Shared_Sram,yolo-fastest_192_face_v4,e94bcdb011784bead70ab0c0e9d2dae1a9ea5f103b43e1e6fac3019302cf71ab,ethos-u55,112,yolo-fastest_192_face_v4_vela.tflite,9309bab1b6b60e88192f584d60755620381209166eacbc8e64109abe5b12552b,SSE-300,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-256 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/yolo-fastest_192_face_v4__SSE-300__ethos-u55-256 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/object_detection/yolo-fastest_192_face_v4.tflite,500000000.0,0,1376103,1063504,1523790,0.0,0,0.00304758,360.84375,8927664,289184,5.0.0
ethos-u65-256,0.0,0,256,Dedicated_Sram,yolo-fastest_192_face_v4,e94bcdb011784bead70ab0c0e9d2dae1a9ea5f103b43e1e6fac3019302cf71ab,ethos-u65,112,yolo-fastest_192_face_v4_vela.tflite,b8c58e0f7d5c416a117cdd288f2e5191a96a23ee4f7f6947ed0367c4902302d7,SSE-300,True,Ethos_U65_High_End,--accelerator-config ethos-u65-256 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U65_High_End --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/yolo-fastest_192_face_v4__SSE-300__ethos-u65-256 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/object_detection/yolo-fastest_192_face_v4.tflite,1000000000.0,291843,1306183,499684,1426184,382.53125,1046624,0.001426184,360.84375,8301392,288128,5.0.0
ethos-u65-512,0.0,0,512,Dedicated_Sram,yolo-fastest_192_face_v4,e94bcdb011784bead70ab0c0e9d2dae1a9ea5f103b43e1e6fac3019302cf71ab,ethos-u65,112,yolo-fastest_192_face_v4_vela.tflite,70f1056de8372871484cd503c536472396595e678b76b5ce45d2b11c46ddbe0a,SSE-300,True,Ethos_U65_High_End,--accelerator-config ethos-u65-512 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U65_High_End --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/yolo-fastest_192_face_v4__SSE-300__ethos-u65-512 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/object_detection/yolo-fastest_192_face_v4.tflite,1000000000.0,291045,844724,501329,1027816,387.09375,1042656,0.001027816,360.984375,8336544,292256,5.0.0
ethos-u55-32,0.0,0,32,Shared_Sram,yolo-fastest_192_face_v4,e94bcdb011784bead70ab0c0e9d2dae1a9ea5f103b43e1e6fac3019302cf71ab,ethos-u55,112,yolo-fastest_192_face_v4_vela.tflite,9c30cdd344f06d91ed706bdc313a5c565a6dd0e349c3f6ee3d0051184af0290d,SSE-310,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-32 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/yolo-fastest_192_face_v4__SSE-310__ethos-u55-32 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/object_detection/yolo-fastest_192_face_v4.tflite,500000000.0,0,7313326,1146994,7313326,0.0,0,0.014626652,360.875,9934160,289232,5.0.0
ethos-u55-64,0.0,0,64,Shared_Sram,yolo-fastest_192_face_v4,e94bcdb011784bead70ab0c0e9d2dae1a9ea5f103b43e1e6fac3019302cf71ab,ethos-u55,112,yolo-fastest_192_face_v4_vela.tflite,65e39a8602ff8930e26856f3e9c570ed6d6ef66763aef96be32a89a0579688e7,SSE-310,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-64 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/yolo-fastest_192_face_v4__SSE-310__ethos-u55-64 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/object_detection/yolo-fastest_192_face_v4.tflite,500000000.0,0,3834150,1154500,3835211,0.0,0,0.007670422,360.84375,9946640,288256,5.0.0
ethos-u55-128,0.0,0,128,Shared_Sram,yolo-fastest_192_face_v4,e94bcdb011784bead70ab0c0e9d2dae1a9ea5f103b43e1e6fac3019302cf71ab,ethos-u55,112,yolo-fastest_192_face_v4_vela.tflite,57ac3cb07347c3b409dc7d031c483325590dd5276444fd51c1cad90112cabf1e,SSE-310,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-128 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/yolo-fastest_192_face_v4__SSE-310__ethos-u55-128 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/object_detection/yolo-fastest_192_face_v4.tflite,500000000.0,0,2114933,1117253,2128482,0.0,0,0.004256964,360.84375,9481888,288816,5.0.0
ethos-u55-256,0.0,0,256,Shared_Sram,yolo-fastest_192_face_v4,e94bcdb011784bead70ab0c0e9d2dae1a9ea5f103b43e1e6fac3019302cf71ab,ethos-u55,112,yolo-fastest_192_face_v4_vela.tflite,9309bab1b6b60e88192f584d60755620381209166eacbc8e64109abe5b12552b,SSE-310,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-256 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/yolo-fastest_192_face_v4__SSE-310__ethos-u55-256 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/object_detection/yolo-fastest_192_face_v4.tflite,500000000.0,0,1376103,1063504,1523790,0.0,0,0.00304758,360.84375,8927664,289184,5.0.0
ethos-u65-256,0.0,0,256,Dedicated_Sram,yolo-fastest_192_face_v4,e94bcdb011784bead70ab0c0e9d2dae1a9ea5f103b43e1e6fac3019302cf71ab,ethos-u65,112,yolo-fastest_192_face_v4_vela.tflite,b8c58e0f7d5c416a117cdd288f2e5191a96a23ee4f7f6947ed0367c4902302d7,SSE-310,True,Ethos_U65_High_End,--accelerator-config ethos-u65-256 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U65_High_End --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/yolo-fastest_192_face_v4__SSE-310__ethos-u65-256 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/object_detection/yolo-fastest_192_face_v4.tflite,1000000000.0,291843,1306183,499684,1426184,382.53125,1046624,0.001426184,360.84375,8301392,288128,5.0.0
ethos-u65-512,0.0,0,512,Dedicated_Sram,yolo-fastest_192_face_v4,e94bcdb011784bead70ab0c0e9d2dae1a9ea5f103b43e1e6fac3019302cf71ab,ethos-u65,112,yolo-fastest_192_face_v4_vela.tflite,70f1056de8372871484cd503c536472396595e678b76b5ce45d2b11c46ddbe0a,SSE-310,True,Ethos_U65_High_End,--accelerator-config ethos-u65-512 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U65_High_End --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/yolo-fastest_192_face_v4__SSE-310__ethos-u65-512 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/object_detection/yolo-fastest_192_face_v4.tflite,1000000000.0,291045,844724,501329,1027816,387.09375,1042656,0.001027816,360.984375,8336544,292256,5.0.0
ethos-u65-256,0.0,0,256,Dedicated_Sram,yolo-fastest_192_face_v4,e94bcdb011784bead70ab0c0e9d2dae1a9ea5f103b43e1e6fac3019302cf71ab,ethos-u65,112,yolo-fastest_192_face_v4_vela.tflite,b8c58e0f7d5c416a117cdd288f2e5191a96a23ee4f7f6947ed0367c4902302d7,SSE-315,True,Ethos_U65_High_End,--accelerator-config ethos-u65-256 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U65_High_End --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/yolo-fastest_192_face_v4__SSE-315__ethos-u65-256 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/object_detection/yolo-fastest_192_face_v4.tflite,1000000000.0,291843,1306183,499684,1426184,382.53125,1046624,0.001426184,360.84375,8301392,288128,5.0.0
ethos-u65-512,0.0,0,512,Dedicated_Sram,yolo-fastest_192_face_v4,e94bcdb011784bead70ab0c0e9d2dae1a9ea5f103b43e1e6fac3019302cf71ab,ethos-u65,112,yolo-fastest_192_face_v4_vela.tflite,70f1056de8372871484cd503c536472396595e678b76b5ce45d2b11c46ddbe0a,SSE-315,True,Ethos_U65_High_End,--accelerator-config ethos-u65-512 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U65_High_End --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/yolo-fastest_192_face_v4__SSE-315__ethos-u65-512 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/object_detection/yolo-fastest_192_face_v4.tflite,1000000000.0,291045,844724,501329,1027816,387.09375,1042656,0.001027816,360.984375,8336544,292256,5.0.0
ethos-u85-128,0.0,0,128,Dedicated_Sram,yolo-fastest_192_face_v4,e94bcdb011784bead70ab0c0e9d2dae1a9ea5f103b43e1e6fac3019302cf71ab,ethos-u85,95,yolo-fastest_192_face_v4_vela.tflite,647d7e53d4eeaa7fd776830e838b0f66f4ab80f6601ae91b536175dc0a056ad1,SSE-320,True,Ethos_U85_SYS_DRAM_Low,--accelerator-config ethos-u85-128 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U85_SYS_DRAM_Low --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/yolo-fastest_192_face_v4__SSE-320__ethos-u85-128 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/object_detection/yolo-fastest_192_face_v4.tflite,500000000.0,1704930,1997874,267026,2413414,404.6875,970304,0.004826828,361.046875,9272736,307776,5.0.0
ethos-u85-256,0.0,0,256,Dedicated_Sram,yolo-fastest_192_face_v4,e94bcdb011784bead70ab0c0e9d2dae1a9ea5f103b43e1e6fac3019302cf71ab,ethos-u85,95,yolo-fastest_192_face_v4_vela.tflite,aec60a683ca0dfd54e791bf0fec34f999cf472bbf7a16c4f2e6adb09fddab53e,SSE-320,True,Ethos_U85_SYS_DRAM_Low,--accelerator-config ethos-u85-256 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U85_SYS_DRAM_Low --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/yolo-fastest_192_face_v4__SSE-320__ethos-u85-256 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/object_detection/yolo-fastest_192_face_v4.tflite,500000000.0,923277,1060486,253580,1300857,404.71875,790688,0.002601714,361.046875,8546720,307808,5.0.0
ethos-u85-512,0.0,0,512,Dedicated_Sram,yolo-fastest_192_face_v4,e94bcdb011784bead70ab0c0e9d2dae1a9ea5f103b43e1e6fac3019302cf71ab,ethos-u85,95,yolo-fastest_192_face_v4_vela.tflite,8b2f4e1e0fca98e2adcf3ab9db295127c87746cfd134f37eb5cbb1d8b47b847a,SSE-320,True,Ethos_U85_SYS_DRAM_Mid_512,--accelerator-config ethos-u85-512 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U85_SYS_DRAM_Mid_512 --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/yolo-fastest_192_face_v4__SSE-320__ethos-u85-512 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/object_detection/yolo-fastest_192_face_v4.tflite,1000000000.0,644791,656759,243433,821717,410.734375,843232,0.000821717,361.171875,7652864,313968,5.0.0
ethos-u85-1024,0.0,0,1024,Dedicated_Sram,yolo-fastest_192_face_v4,e94bcdb011784bead70ab0c0e9d2dae1a9ea5f103b43e1e6fac3019302cf71ab,ethos-u85,95,yolo-fastest_192_face_v4_vela.tflite,aa143485cf3e64da4d46b58fe7cb2dbeab95193740ee0e13815ce3c0bdd1238b,SSE-320,True,Ethos_U85_SYS_DRAM_Mid_1024,--accelerator-config ethos-u85-1024 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U85_SYS_DRAM_Mid_1024 --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/yolo-fastest_192_face_v4__SSE-320__ethos-u85-1024 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/object_detection/yolo-fastest_192_face_v4.tflite,1000000000.0,472686,478546,240121,584760,419.0,792224,0.00058476,361.4375,7525472,321472,5.0.0
ethos-u85-2048,0.0,0,2048,Dedicated_Sram,yolo-fastest_192_face_v4,e94bcdb011784bead70ab0c0e9d2dae1a9ea5f103b43e1e6fac3019302cf71ab,ethos-u85,95,yolo-fastest_192_face_v4_vela.tflite,b612256ae8dd9b702d81f8ddf334936d887fda08869fa03221b3bc51e0547b73,SSE-320,True,Ethos_U85_SYS_DRAM_High_2048,--accelerator-config ethos-u85-2048 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U85_SYS_DRAM_High_2048 --memory-mode Dedicated_Sram --optimise Performance --output-dir /tmp/vela_matrix/yolo-fastest_192_face_v4__SSE-320__ethos-u85-2048 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/object_detection/yolo-fastest_192_face_v4.tflite,1000000000.0,330493,304596,121772,397172,425.9375,799328,0.000397172,361.4375,7348016,326016,5.0.0
ethos-u55-32,0.0,0,32,Shared_Sram,mobilenet_v2_1.0_224_INT8,bd8d56b80557a5fca7acf14f61e5339285c02810f7d7afa714b9763fc4b86e95,ethos-u55,91,mobilenet_v2_1.0_224_INT8_vela.tflite,11507413d86c7afda68de517b52eff92d62fe996816ff5114092e848563a3048,SSE-300,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-32 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/mobilenet_v2_1.0_224_INT8__SSE-300__ethos-u55-32 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/img_class/mobilenet_v2_1.0_224_INT8.tflite,500000000.0,0,22975590,4394739,22975590,0.0,0,0.04595118,1474.21875,38601023,3263952,5.0.0
ethos-u55-64,0.0,0,64,Shared_Sram,mobilenet_v2_1.0_224_INT8,bd8d56b80557a5fca7acf14f61e5339285c02810f7d7afa714b9763fc4b86e95,ethos-u55,91,mobilenet_v2_1.0_224_INT8_vela.tflite,0caf0bb0c54911071d4fc1e39024d79e1e4d094efc7054d19bede41bf363f782,SSE-300,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-64 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/mobilenet_v2_1.0_224_INT8__SSE-300__ethos-u55-64 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/img_class/mobilenet_v2_1.0_224_INT8.tflite,500000000.0,0,12378030,4405143,12381496,0.0,0,0.024762992,1474.21875,38020303,3268736,5.0.0
ethos-u55-128,0.0,0,128,Shared_Sram,mobilenet_v2_1.0_224_INT8,bd8d56b80557a5fca7acf14f61e5339285c02810f7d7afa714b9763fc4b86e95,ethos-u55,91,mobilenet_v2_1.0_224_INT8_vela.tflite,621da9778b5d1410af463cecc251fcf49c12eaab24b115a7aa00f54093d808bf,SSE-300,True,Ethos_U55_High_End_Embedded,--accelerator-config ethos-u55-128 --config /opt/arm/ml-embedded-evaluation-kit/scripts/vela/default_vela.ini --system-config Ethos_U55_High_End_Embedded --memory-mode Shared_Sram --optimise Performance --output-dir /tmp/vela_matrix/mobilenet_v2_1.0_224_INT8__SSE-300__ethos-u55-128 /opt/arm/ml-embedded-evaluation-kit/resources_downloaded/img_class/mobilenet_v2_1.0_224_INT8.tflite,500000000.0,0,7697911,3961291,7714570,0.0,0,0.01542914,1474.21875,33837759,3270016,5.0.0
